@relation test_predicted

@attribute 'prediction margin' numeric
@attribute 'predicted answer' {0,1}
@attribute answer {0,1}
@attribute 0.0 numeric
@attribute 0.1 numeric
@attribute 0.2 numeric
@attribute 0.3 numeric
@attribute 0.4 numeric
@attribute 0.5 numeric
@attribute 0.6 numeric
@attribute 0.7 numeric
@attribute 0.8 numeric
@attribute e0.0 numeric
@attribute e0.1 numeric
@attribute e0.2 numeric
@attribute e0.3 numeric
@attribute e0.4 numeric
@attribute e0.5 numeric
@attribute e0.6 numeric
@attribute e0.7 numeric
@attribute e0.8 numeric
@attribute e0.9 numeric
@attribute 1.0 numeric
@attribute 1.1 numeric
@attribute 1.2 numeric
@attribute 1.3 numeric
@attribute 1.4 numeric
@attribute 1.5 numeric
@attribute 1.6 numeric
@attribute 1.7 numeric
@attribute 1.8 numeric
@attribute e1.0 numeric
@attribute e1.1 numeric
@attribute e1.2 numeric
@attribute e1.3 numeric
@attribute e1.4 numeric
@attribute e1.5 numeric
@attribute e1.6 numeric
@attribute e1.7 numeric
@attribute e1.8 numeric
@attribute e1.9 numeric
@attribute 2.0 numeric
@attribute 2.1 numeric
@attribute 2.2 numeric
@attribute 2.3 numeric
@attribute 2.4 numeric
@attribute 2.5 numeric
@attribute 2.6 numeric
@attribute 2.7 numeric
@attribute 2.8 numeric
@attribute e2.0 numeric
@attribute e2.1 numeric
@attribute e2.2 numeric
@attribute e2.3 numeric
@attribute e2.4 numeric
@attribute e2.5 numeric
@attribute e2.6 numeric
@attribute e2.7 numeric
@attribute e2.8 numeric
@attribute e2.9 numeric
@attribute 3.0 numeric
@attribute 3.1 numeric
@attribute 3.2 numeric
@attribute 3.3 numeric
@attribute 3.4 numeric
@attribute 3.5 numeric
@attribute 3.6 numeric
@attribute 3.7 numeric
@attribute 3.8 numeric
@attribute e3.0 numeric
@attribute e3.1 numeric
@attribute e3.2 numeric
@attribute e3.3 numeric
@attribute e3.4 numeric
@attribute e3.5 numeric
@attribute e3.6 numeric
@attribute e3.7 numeric
@attribute e3.8 numeric
@attribute e3.9 numeric
@attribute 4.0 numeric
@attribute 4.1 numeric
@attribute 4.2 numeric
@attribute 4.3 numeric
@attribute 4.4 numeric
@attribute 4.5 numeric
@attribute 4.6 numeric
@attribute 4.7 numeric
@attribute 4.8 numeric
@attribute 5.0 numeric
@attribute 5.1 numeric
@attribute 5.2 numeric
@attribute 5.3 numeric
@attribute 5.4 numeric
@attribute 5.5 numeric
@attribute 5.6 numeric
@attribute 5.7 numeric
@attribute 5.8 numeric
@attribute 6.0 numeric
@attribute 6.1 numeric
@attribute 6.2 numeric
@attribute 6.3 numeric
@attribute 6.4 numeric
@attribute 6.5 numeric
@attribute 6.6 numeric
@attribute 6.7 numeric
@attribute 6.8 numeric
@attribute 7.0 numeric
@attribute 7.1 numeric
@attribute 7.2 numeric
@attribute 7.3 numeric
@attribute 7.4 numeric
@attribute 7.5 numeric
@attribute 7.6 numeric
@attribute 7.7 numeric
@attribute 7.8 numeric
@attribute 8.0 numeric
@attribute 8.1 numeric
@attribute 8.2 numeric
@attribute 8.3 numeric
@attribute 8.4 numeric
@attribute 8.5 numeric
@attribute 8.6 numeric
@attribute 8.7 numeric
@attribute 8.8 numeric
@attribute 9.0 numeric
@attribute 9.1 numeric
@attribute 9.2 numeric
@attribute 9.3 numeric
@attribute 9.4 numeric
@attribute 9.5 numeric
@attribute 9.6 numeric
@attribute 9.7 numeric
@attribute 9.8 numeric

@data
1,1,1,12,0.743996,16,4,0.680545,30,16,0.680851,0.516129,12,0.743996,16,4,0.680545,30,16,0.680851,0.516129,80.621521,12,0.722185,16,4,0.680545,30,16,0.680851,0.516129,12,0.722185,16,4,0.680545,30,16,0.680851,0.516129,80.59971,9,0.731818,2,1.414214,0.991601,20,11,1,1,9,0.731818,2,1.414214,0.991601,20,11,1,1,47.137633,12,0.836387,16,4,0.78407,30,13,0.634146,0.464286,12,0.836387,16,4,0.78407,30,13,0.634146,0.464286,77.718889,8,0.501172,11,3.316625,0.353553,11,3,0.352941,0.214286,8,0.506048,11,3.316625,0.353553,11,3,0.352941,0.214286,8,0.52501,11,3.316625,0.353553,11,3,0.352941,0.214286,8,0.501172,11,3.316625,0.353553,11,3,0.352941,0.214286,0,1,0,0,1,0,3,1,1,8,0.52501,11,3.316625,0.353553,11,3,0.352941,0.214286
1,1,1,8,0.891155,13,3.605551,0.811679,21,19,0.745098,0.59375,9,0.88977,14,3.741657,0.794118,22,18,0.72,0.5625,34.854022,8,0.818577,11,3.316625,0.840668,21,20,0.784314,0.645161,9,0.815922,12,3.464102,0.823529,22,19,0.76,0.612903,34.238228,5,0.842529,5,2.645751,0.983023,13,7,0.933333,0.875,5,0.707714,6,2.828427,0.977159,14,7,0.933333,0.875,19.160817,7,0.827891,9,3,0.886147,15,20,0.851064,0.740741,8,0.814459,10,3.162278,0.869626,16,20,0.851064,0.740741,30.219084,2,0.822061,4,2,0.818182,6,9,0.818182,0.692308,2,0.822061,4,2,0.818182,6,9,0.818182,0.692308,2,0.813636,4,2,0.836242,6,9,0.857143,0.75,2,0.822061,4,2,0.818182,6,9,0.818182,0.692308,2,0.542857,3,1.732051,0.408248,1,1,0.4,0.25,2,0.813636,4,2,0.836242,6,9,0.857143,0.75
-1,0,1,13,0.544065,15,3.872983,0.447214,23,6,0.444444,0.285714,11,0.580883,16,4,0.333333,20,4,0.333333,0.2,14.111887,13,0.550715,15,3.872983,0.447214,23,6,0.444444,0.285714,11,0.56699,16,4,0.333333,20,4,0.333333,0.2,14.108414,9,0.671212,5,2.236068,0.926302,19,6,0.8,0.666667,9,0.611111,6,2.44949,0.904534,16,5,0.714286,0.555556,10.308744,11,0.646027,13,3.605551,0.668648,21,5,0.434783,0.277778,10,0.678419,14,3.741657,0.566947,18,4,0.380952,0.235294,12.900817,3,0.524994,3,1.732051,0.57735,3,2,0.571429,0.4,3,0.524994,3,1.732051,0.57735,3,2,0.571429,0.4,3,0.430556,3,1.732051,0.57735,3,2,0.571429,0.4,3,0.524994,3,1.732051,0.57735,3,2,0.571429,0.4,0,0,2,1.414214,0,0,0,0,0,3,0.430556,3,1.732051,0.57735,3,2,0.571429,0.4
1,1,1,13,0.578801,16,4.242641,0.645497,24,13,0.666667,0.5,17,0.548497,18,4.472136,0.474342,30,9,0.514286,0.346154,11.479345,13,0.567256,16,4.242641,0.645497,24,13,0.666667,0.5,17,0.551642,18,4.472136,0.474342,30,9,0.514286,0.346154,11.479794,11,0.560185,8,4,0.958687,22,7,0.875,0.777778,13,0.579487,8,3.162278,0.932346,24,5,0.714286,0.555556,7.991993,13,0.626661,16,4.242641,0.725476,24,12,0.666667,0.5,16,0.661111,16,4,0.619751,30,9,0.545455,0.375,11.028759,5,0.594742,3,1.732051,0.86164,9,6,0.857143,0.75,5,0.594742,3,1.732051,0.86164,9,6,0.857143,0.75,5,0.597222,3,1.732051,0.86164,9,6,0.857143,0.75,5,0.594742,3,1.732051,0.86164,9,6,0.857143,0.75,1,0.760684,4,2,0.333333,2,1,0.333333,0.2,5,0.597222,3,1.732051,0.86164,9,6,0.857143,0.75
1,1,1,25,0.572984,20,4.472136,0.722222,44,16,0.64,0.470588,25,0.572984,20,4.472136,0.722222,44,16,0.64,0.470588,111.877931,25,0.598299,20,4.472136,0.729996,44,16,0.653061,0.484848,25,0.598299,20,4.472136,0.729996,44,16,0.653061,0.484848,111.938341,14,0.761524,6,2.828427,0.979179,26,7,0.933333,0.875,14,0.761524,6,2.828427,0.979179,26,7,0.933333,0.875,59.377463,25,0.652982,18,4.242641,0.796278,44,15,0.666667,0.5,25,0.652982,18,4.242641,0.796278,44,15,0.666667,0.5,108.858567,10,0.56595,7,2.645751,0.696311,19,8,0.695652,0.533333,10,0.56595,7,2.645751,0.696311,19,8,0.695652,0.533333,10,0.550505,7,2.645751,0.696311,19,8,0.695652,0.533333,10,0.56595,7,2.645751,0.696311,19,8,0.695652,0.533333,5,0.404013,4,2,0.612372,6,3,0.6,0.428571,10,0.550505,7,2.645751,0.696311,19,8,0.695652,0.533333
1,1,1,9,0.606321,9,3,0.872503,21,20,0.851064,0.740741,14,0.611143,10,3.162278,0.791667,22,16,0.761905,0.615385,8.492797,9,0.590404,9,3,0.872503,21,20,0.851064,0.740741,14,0.603586,10,3.162278,0.791667,22,16,0.761905,0.615385,8.491852,8,0.654799,9,4.123106,0.971193,17,8,0.941176,0.888889,13,0.663477,6,3.162278,0.952628,16,7,0.875,0.777778,6.053895,9,0.640848,9,3,0.915737,21,17,0.829268,0.708333,14,0.67125,10,3.162278,0.852013,22,14,0.756757,0.608696,8.256374,3,0.606673,3,1.732051,0.852803,7,8,0.842105,0.727273,3,0.606673,3,1.732051,0.852803,7,8,0.842105,0.727273,3,0.617424,3,1.732051,0.852803,7,8,0.842105,0.727273,3,0.606673,3,1.732051,0.852803,7,8,0.842105,0.727273,1,0.891667,1,1,0.866025,1,3,0.857143,0.75,3,0.617424,3,1.732051,0.852803,7,8,0.842105,0.727273
1,1,1,12,2.109401,13,3.872983,0.821584,19,20,0.8,0.666667,20,0.542936,20,4.690416,0.596285,24,11,0.55,0.37931,6.813246,12,2.012086,13,3.872983,0.821584,19,20,0.8,0.666667,20,0.552367,20,4.690416,0.596285,24,11,0.55,0.37931,6.814032,11,1.046465,11,5,0.965775,11,10,1,1,11,0.49899,14,5.830952,0.830097,22,7,0.823529,0.7,5.223631,12,1.802778,11,4.123106,0.901153,19,19,0.844444,0.730769,20,0.661255,16,4.242641,0.770675,24,11,0.611111,0.44,6.47714,2,1.439087,2,1.414214,0.904534,6,9,0.9,0.818182,2,1.439087,2,1.414214,0.904534,6,9,0.9,0.818182,2,1.240404,2,1.414214,0.904534,6,9,0.9,0.818182,2,1.439087,2,1.414214,0.904534,6,9,0.9,0.818182,2,0.914848,2,1.414214,0.942809,4,3,0.857143,0.75,2,1.240404,2,1.414214,0.904534,6,9,0.9,0.818182
1,1,1,10,0.556295,12,3.464102,0.540062,22,7,0.538462,0.368421,10,0.516049,14,3.741657,0.416667,20,5,0.416667,0.263158,18.118066,10,0.570565,12,3.464102,0.540062,22,7,0.538462,0.368421,10,0.539394,14,3.741657,0.416667,20,5,0.416667,0.263158,18.125847,7,0.747078,4,2,0.953776,16,6,0.857143,0.75,5,0.822222,6,2.828427,0.916534,16,6,0.857143,0.75,13.058109,10,0.632083,12,3.464102,0.648181,22,6,0.521739,0.352941,10,0.627137,14,4,0.47629,20,5,0.454545,0.294118,18.28403,4,0.59687,3,1.732051,0.730297,7,4,0.727273,0.571429,4,0.609806,3,1.732051,0.730297,7,4,0.727273,0.571429,4,0.572222,3,1.732051,0.730297,7,4,0.727273,0.571429,4,0.59687,3,1.732051,0.730297,7,4,0.727273,0.571429,1,0,4,2,0,0,0,0,0,4,0.572222,3,1.732051,0.730297,7,4,0.727273,0.571429
1,1,1,12,0.588652,14,3.741657,0.701646,30,12,0.648649,0.48,16,0.520497,18,4.242641,0.55,32,9,0.529412,0.36,16.24051,12,0.5763,14,3.741657,0.701646,30,12,0.648649,0.48,16,0.504485,18,4.242641,0.55,32,9,0.529412,0.36,16.237308,10,0.631214,6,2.44949,0.962914,18,11,0.956522,0.916667,14,0.532764,8,2.828427,0.909225,20,10,0.909091,0.833333,11.602568,12,0.732323,14,3.741657,0.884068,28,8,0.551724,0.380952,16,0.710138,16,4.242641,0.790569,28,7,0.5,0.333333,14.715336,2,0.551515,3,1.732051,0.67082,5,3,0.666667,0.5,2,0.559561,3,1.732051,0.67082,5,3,0.666667,0.5,2,0.667857,3,1.732051,0.67082,5,3,0.666667,0.5,2,0.551515,3,1.732051,0.67082,5,3,0.666667,0.5,0,0.527778,2,1.414214,0,0,0,0,0,2,0.667857,3,1.732051,0.67082,5,3,0.666667,0.5
1,1,1,9,1.957337,9,3,0.872503,15,21,0.857143,0.75,18,0.60259,18,4.242641,0.640513,24,13,0.634146,0.464286,7.958418,9,1.854199,9,3,0.879304,15,20,0.851064,0.740741,18,0.587339,18,4.472136,0.615385,24,13,0.65,0.481481,7.980634,9,1.11437,9,4.795832,0.983958,11,7,0.875,0.777778,14,0.582492,8,3.162278,0.955899,16,6,0.8,0.666667,5.016733,9,1.811364,9,3,0.921406,13,18,0.878049,0.782609,18,0.650319,16,4.690416,0.669439,22,13,0.722222,0.565217,7.629761,4,1.302656,4,2,0.838628,8,7,0.823529,0.7,4,1.302656,4,2,0.838628,8,7,0.823529,0.7,4,1.192641,4,2,0.838628,8,7,0.823529,0.7,4,1.302656,4,2,0.838628,8,7,0.823529,0.7,2,1.06087,2,1.414214,0.816497,2,4,0.8,0.666667,4,1.192641,4,2,0.838628,8,7,0.823529,0.7
1,1,1,14,0.674173,13,3.605551,0.786718,19,16,0.744186,0.592593,19,0.655714,16,4,0.667246,22,12,0.615385,0.444444,12.563798,13,0.682786,11,3.316625,0.834058,17,17,0.809524,0.68,18,0.669357,14,3.741657,0.722315,20,13,0.684211,0.52,11.88959,13,0.771709,7,3,0.970098,15,11,0.956522,0.916667,14,0.65733,8,2.828427,0.948533,18,8,0.8,0.666667,8.983493,13,0.836753,11,3.316625,0.887954,15,13,0.787879,0.65,18,0.832551,14,4,0.788405,20,11,0.709677,0.55,11.646772,4,0.394074,4,2,0.612372,4,3,0.6,0.428571,4,0.394074,4,2,0.612372,4,3,0.6,0.428571,4,0.638889,4,2,0.612372,4,3,0.6,0.428571,4,0.394074,4,2,0.612372,4,3,0.6,0.428571,2,0.72963,2,1.414214,0.75,2,3,0.75,0.6,4,0.638889,4,2,0.612372,4,3,0.6,0.428571
-1,0,1,13,0.49343,17,4.358899,0.557007,25,9,0.545455,0.375,10,0.433532,18,4.242641,0.438357,24,6,0.413793,0.26087,10.631532,13,0.49814,15,3.872983,0.687524,23,9,0.580645,0.409091,10,0.519602,16,4,0.529412,24,6,0.428571,0.272727,10.291719,9,0.568254,7,3.316625,0.964217,13,8,0.941176,0.888889,10,0.561111,6,2.44949,0.924336,8,7,0.875,0.777778,6.097952,12,0.621825,11,3.316625,0.851469,17,8,0.64,0.470588,10,0.716993,12,3.741657,0.724224,18,7,0.583333,0.411765,8.862996,4,0.478679,6,2.44949,0.408248,6,2,0.4,0.25,4,0.478679,6,2.44949,0.408248,6,2,0.4,0.25,4,0.527778,6,2.44949,0.408248,6,2,0.4,0.25,4,0.478679,6,2.44949,0.408248,6,2,0.4,0.25,0,0,0,0,1,0,1,1,1,4,0.527778,6,2.44949,0.408248,6,2,0.4,0.25
1,1,1,9,1.07167,10,3.464102,0.816497,18,20,0.833333,0.714286,14,1.073703,14,4,0.694365,18,14,0.7,0.538462,7.44517,9,1.070199,10,3.464102,0.816497,18,20,0.833333,0.714286,14,1.072307,14,4,0.694365,18,14,0.7,0.538462,7.445015,9,0.786061,10,5.656854,0.981596,16,10,1,1,14,0.788995,4,2,0.980629,14,9,0.947368,0.9,5.179666,8,1.059444,8,3.162278,0.902915,16,18,0.857143,0.75,14,1.051288,14,4,0.801002,18,12,0.685714,0.521739,7.22886,5,1,5,2.236068,0.801784,13,9,0.782609,0.642857,5,1,5,2.236068,0.801784,13,9,0.782609,0.642857,5,0.931746,5,2.236068,0.801784,13,9,0.782609,0.642857,5,1,5,2.236068,0.801784,13,9,0.782609,0.642857,0,1,0,0,1,0,2,1,1,5,0.931746,5,2.236068,0.801784,13,9,0.782609,0.642857
1,1,1,10,1.514785,9,3,0.83666,23,20,0.833333,0.714286,17,0.610387,14,3.741657,0.666667,30,14,0.666667,0.5,10.148172,10,1.486537,9,3,0.83666,23,20,0.833333,0.714286,17,0.60267,14,3.741657,0.666667,30,14,0.666667,0.5,10.147208,9,0.988492,7,3,0.981595,17,8,0.842105,0.727273,14,0.549603,10,3.464102,0.931736,24,6,0.705882,0.545455,7.524597,10,1.340476,9,3,0.860753,21,20,0.869565,0.769231,17,0.654869,12,3.464102,0.728025,28,15,0.731707,0.576923,9.769453,2,1.206164,3,1.732051,0.83666,5,6,0.857143,0.75,2,1.206164,3,1.732051,0.83666,5,6,0.857143,0.75,2,1.124708,3,1.732051,0.83666,5,6,0.857143,0.75,2,1.206164,3,1.732051,0.83666,5,6,0.857143,0.75,2,1.148571,2,1.414214,0.845154,2,5,0.833333,0.714286,2,1.124708,3,1.732051,0.83666,5,6,0.857143,0.75
1,1,1,6,1.794635,8,2.828427,0.836242,16,17,0.809524,0.68,10,0.579131,12,3.464102,0.727273,20,13,0.684211,0.52,12.194943,6,1.64267,8,2.828427,0.836242,16,17,0.809524,0.68,10,0.601893,12,3.464102,0.727273,20,13,0.684211,0.52,12.199496,4,1.044444,4,4,0.987595,6,9,1,1,8,0.664706,6,3.464102,0.968795,10,8,0.941176,0.888889,7.785533,5,1.537836,6,2.44949,0.918085,10,15,0.833333,0.714286,9,0.666784,10,3.162278,0.842665,14,12,0.727273,0.571429,10.194086,5,1.198333,6,2.44949,0.760639,10,6,0.666667,0.5,5,1.198333,6,2.44949,0.760639,10,6,0.666667,0.5,4,1.275,4,2,0.845154,6,7,0.777778,0.636364,5,1.198333,6,2.44949,0.760639,10,6,0.666667,0.5,1,0.973333,2,1.414214,0.666667,2,2,0.666667,0.5,4,1.275,4,2,0.845154,6,7,0.777778,0.636364
1,1,1,12,0.596235,6,2.44949,0.887244,14,17,0.85,0.73913,16,0.595342,10,3.162278,0.791667,16,13,0.722222,0.565217,12.167345,12,0.612694,6,2.44949,0.887244,14,17,0.85,0.73913,16,0.606363,10,3.162278,0.791667,16,13,0.722222,0.565217,12.169549,12,0.615643,6,2.828427,0.971991,14,10,0.909091,0.833333,15,0.544444,10,3.464102,0.93416,16,6,0.666667,0.5,10.621875,12,0.715491,4,2,0.957427,10,14,0.875,0.777778,16,0.706481,8,2.828427,0.904903,14,12,0.8,0.666667,11.181296,4,0.62873,2,1.414214,0.845154,4,5,0.833333,0.714286,4,0.626984,2,1.414214,0.845154,4,5,0.833333,0.714286,4,0.671429,2,1.414214,0.845154,4,5,0.833333,0.714286,4,0.62873,2,1.414214,0.845154,4,5,0.833333,0.714286,1,0.611111,0,0,1,2,2,1,1,4,0.671429,2,1.414214,0.845154,4,5,0.833333,0.714286
-1,0,1,15,0.821684,17,4.358899,0.50155,27,8,0.516129,0.347826,13,0.486623,18,4.242641,0.400892,22,5,0.37037,0.227273,10.6213,15,0.78503,17,4.358899,0.50155,27,8,0.516129,0.347826,13,0.480681,18,4.242641,0.400892,22,5,0.37037,0.227273,10.620309,12,0.676142,7,3.872983,0.872872,17,6,0.8,0.666667,8,0.585714,10,4.242641,0.805109,18,4,0.615385,0.444444,7.782216,14,0.781498,15,4.123106,0.664364,23,7,0.518519,0.35,13,0.541209,18,4.898979,0.33541,22,5,0.4,0.25,10.7376,4,0.817725,4,2,0.721688,8,4,0.727273,0.571429,4,0.817725,4,2,0.721688,8,4,0.727273,0.571429,4,0.769298,4,2,0.721688,8,4,0.727273,0.571429,4,0.817725,4,2,0.721688,8,4,0.727273,0.571429,1,0,3,1.732051,0,0,0,0,0,4,0.769298,4,2,0.721688,8,4,0.727273,0.571429
1,1,1,8,0.786463,14,3.741657,0.682524,24,13,0.684211,0.52,10,0.77139,16,4,0.619048,26,11,0.611111,0.44,23.147183,8,0.777991,14,3.741657,0.682524,24,13,0.684211,0.52,10,0.763362,16,4,0.619048,26,11,0.611111,0.44,23.144507,5,0.84069,6,2.828427,0.965802,14,8,0.888889,0.8,7,0.833684,8,3.162278,0.956472,16,6,0.75,0.6,14.434144,6,0.820678,10,3.162278,0.848485,20,12,0.75,0.6,8,0.816718,12,4.242641,0.696311,22,12,0.75,0.6,20.368557,4,0.79208,8,2.828427,0.6,14,6,0.6,0.428571,4,0.788485,8,2.828427,0.6,14,6,0.6,0.428571,2,0.798889,4,2,0.8,10,8,0.8,0.666667,4,0.79208,8,2.828427,0.6,14,6,0.6,0.428571,1,0.547619,2,1.414214,0.57735,1,1,0.5,0.333333,2,0.798889,4,2,0.8,10,8,0.8,0.666667
1,1,1,10,0.532937,8,2.828427,0.63901,16,7,0.636364,0.466667,9,0.503704,10,3.162278,0.5,16,5,0.5,0.333333,14.999772,10,0.526845,8,2.828427,0.63901,16,7,0.636364,0.466667,9,0.43226,10,3.162278,0.5,16,5,0.5,0.333333,14.975957,7,0.698148,4,2,0.92582,14,5,0.769231,0.625,6,0.561905,6,2.44949,0.866025,14,5,0.769231,0.625,12.09055,9,0.649008,8,2.828427,0.694365,14,7,0.7,0.538462,9,0.585714,10,3.464102,0.5,16,5,0.555556,0.384615,15.163329,3,0.409812,2,1.414214,0.75,4,3,0.75,0.6,3,0.418543,2,1.414214,0.75,4,3,0.75,0.6,3,0.483333,2,1.414214,0.75,4,3,0.75,0.6,3,0.409812,2,1.414214,0.75,4,3,0.75,0.6,1,0.455556,2,1.414214,0.5,0,1,0.5,0.333333,3,0.483333,2,1.414214,0.75,4,3,0.75,0.6
1,1,1,11,1.391282,14,3.741657,0.760431,30,19,0.730769,0.575758,15,0.565078,18,4.242641,0.666667,32,15,0.625,0.454545,17.310786,11,1.388061,14,3.741657,0.760431,30,19,0.730769,0.575758,15,0.56332,18,4.242641,0.666667,32,15,0.625,0.454545,17.310435,7,0.877011,4,2.828427,0.973559,18,9,1,1,10,0.689714,8,4.242641,0.92194,20,8,0.941176,0.888889,10.736872,11,1.145239,14,3.741657,0.857858,30,15,0.681818,0.517241,15,0.650853,18,4.898979,0.704248,32,14,0.651163,0.482759,17.2776,4,0.63097,6,2.44949,0.571429,8,4,0.571429,0.4,4,0.63097,6,2.44949,0.571429,8,4,0.571429,0.4,4,0.52619,6,2.44949,0.571429,8,4,0.571429,0.4,4,0.63097,6,2.44949,0.571429,8,4,0.571429,0.4,3,0.72,4,2,0.353553,2,1,0.333333,0.2,4,0.52619,6,2.44949,0.571429,8,4,0.571429,0.4
1,1,1,18,0.534907,18,4.472136,0.585491,36,12,0.6,0.428571,15,0.396044,24,5.09902,0.317554,30,5,0.3125,0.185185,8.923367,18,0.548926,18,4.472136,0.585491,36,12,0.6,0.428571,15,0.43879,24,5.09902,0.317554,30,5,0.3125,0.185185,8.928117,15,0.478627,14,5.291503,0.794069,32,8,0.727273,0.571429,12,0.346405,22,7.071068,0.49351,30,5,0.526316,0.357143,8.643827,18,0.614062,16,4.472136,0.788342,36,11,0.647059,0.478261,16,0.640523,16,4.242641,0.658243,30,7,0.5,0.333333,8.374971,3,0.548258,5,2.236068,0.547723,7,3,0.545455,0.375,3,0.548258,5,2.236068,0.547723,7,3,0.545455,0.375,3,0.525,5,2.236068,0.547723,7,3,0.545455,0.375,3,0.548258,5,2.236068,0.547723,7,3,0.545455,0.375,3,0.539216,4,2,0.447214,3,1,0.333333,0.2,3,0.525,5,2.236068,0.547723,7,3,0.545455,0.375
1,1,1,10,2.113326,12,3.464102,0.82891,18,17,0.772727,0.62963,16,0.596224,18,4.472136,0.672673,24,12,0.615385,0.444444,10.971552,9,1.958144,10,3.162278,0.862443,18,18,0.837209,0.72,15,0.593429,14,4,0.73994,24,14,0.717949,0.56,10.515903,8,1.075325,10,3.464102,0.955357,18,6,0.75,0.6,14,0.632799,10,4.242641,0.90358,24,6,0.75,0.6,8.732717,8,1.651623,8,3.162278,0.887281,18,18,0.9,0.818182,14,0.691312,12,4,0.79104,24,14,0.777778,0.636364,10.12807,2,1.20625,2,1.414214,0.903696,2,6,0.923077,0.857143,2,1.20625,2,1.414214,0.903696,2,6,0.923077,0.857143,2,1.116667,2,1.414214,0.903696,2,6,0.923077,0.857143,2,1.20625,2,1.414214,0.903696,2,6,0.923077,0.857143,1,0.963636,1,1,0.816497,1,2,0.8,0.666667,2,1.116667,2,1.414214,0.903696,2,6,0.923077,0.857143
-1,0,1,12,0.478124,20,4.472136,0.447214,30,7,0.424242,0.269231,13,0.485952,20,4.472136,0.412479,28,6,0.387097,0.24,24.332555,11,0.495415,18,4.242641,0.503115,30,8,0.484848,0.32,13,0.506635,20,4.472136,0.412479,28,6,0.387097,0.24,24.339449,7,0.716702,8,3.162278,0.89896,22,8,0.8,0.666667,7,0.730682,10,3.464102,0.874123,20,6,0.666667,0.5,16.411858,11,0.656809,18,4.690416,0.571548,30,7,0.5,0.333333,13,0.678571,18,4.472136,0.547723,28,6,0.444444,0.285714,23.80953,3,0.421937,5,2.236068,0.547723,7,3,0.545455,0.375,3,0.421937,5,2.236068,0.547723,7,3,0.545455,0.375,3,0.530556,5,2.236068,0.547723,7,3,0.545455,0.375,3,0.421937,5,2.236068,0.547723,7,3,0.545455,0.375,0,0.77208,2,1.414214,0.5,0,1,0.5,0.333333,3,0.530556,5,2.236068,0.547723,7,3,0.545455,0.375
-1,0,1,20,0.637747,21,4.582576,0.554322,29,11,0.536585,0.366667,19,0.478048,22,4.690416,0.5,26,9,0.473684,0.310345,20.613123,20,0.663611,21,4.582576,0.574427,29,11,0.55,0.37931,19,0.642929,20,4.472136,0.545455,26,10,0.526316,0.357143,20.385994,13,0.599752,11,5,0.883689,21,9,0.9,0.818182,13,0.535,12,4.898979,0.85145,20,8,0.842105,0.727273,15.213702,17,0.835059,15,4.123106,0.884459,27,8,0.592593,0.421053,17,0.816452,16,5.291503,0.811465,24,8,0.592593,0.421053,18.233266,6,0.522536,6,2.44949,0.6742,8,4,0.615385,0.444444,6,0.522536,6,2.44949,0.6742,8,4,0.615385,0.444444,6,0.456481,6,2.44949,0.6742,8,4,0.615385,0.444444,6,0.522536,6,2.44949,0.6742,8,4,0.615385,0.444444,1,0,3,1.732051,0,0,0,0,0,6,0.456481,6,2.44949,0.6742,8,4,0.615385,0.444444
1,1,1,16,0.678116,22,4.898979,0.721125,40,17,0.666667,0.5,16,0.593998,24,5.09902,0.684762,42,14,0.595745,0.424242,20.679553,16,0.689027,20,4.472136,0.77797,38,17,0.68,0.515152,16,0.624928,24,5.09902,0.684762,42,14,0.595745,0.424242,20.685739,14,0.64446,6,2.828427,0.987232,28,11,1,1,11,0.688571,6,2.44949,0.975506,32,10,0.952381,0.909091,12.995008,15,0.76636,18,4.242641,0.866541,36,14,0.666667,0.5,15,0.672123,22,4.898979,0.81325,40,11,0.564103,0.392857,19.068262,7,0.536934,8,2.828427,0.711512,14,4,0.533333,0.363636,7,0.546969,8,2.828427,0.711512,14,4,0.533333,0.363636,7,0.596429,8,2.828427,0.711512,14,4,0.533333,0.363636,7,0.536934,8,2.828427,0.711512,14,4,0.533333,0.363636,1,0,3,1.732051,0,0,0,0,0,7,0.596429,8,2.828427,0.711512,14,4,0.533333,0.363636
-1,0,1,14,0.561965,20,4.472136,0.622799,30,11,0.536585,0.366667,16,0.668132,18,4.242641,0.590909,28,10,0.526316,0.357143,15.677028,14,0.579791,20,4.472136,0.622799,30,11,0.536585,0.366667,16,0.667448,18,4.242641,0.590909,28,10,0.526316,0.357143,15.676891,11,0.678333,8,3.464102,0.962435,20,10,0.952381,0.909091,10,0.69,8,2.828427,0.947895,22,8,0.842105,0.727273,10.80714,12,0.695908,16,4.242641,0.886642,24,8,0.551724,0.380952,10,0.679412,16,4,0.839146,24,8,0.551724,0.380952,12.890247,2,0.516468,4,2,0.676123,4,4,0.666667,0.5,2,0.516468,4,2,0.676123,4,4,0.666667,0.5,2,0.662434,4,2,0.676123,4,4,0.666667,0.5,2,0.516468,4,2,0.676123,4,4,0.666667,0.5,1,0.361111,4,2,0,0,0,0,0,2,0.662434,4,2,0.676123,4,4,0.666667,0.5
